date,murder,attempted_murder,accessory_murder,manslaughter,assault_domestic,assault_nondomestic,assault_police,assault_sexual,sexual_other,abduction,robbery_unarmed,robbery_gun,robbery_nogun,blackmail,stalking,offence_against_person,be_dwelling,be_nondwelling,handling_stolen,theft_car,theft_incar,theft_store,theft_dwelling,theft_person,theft_stock,fraud,theft_other,arson,damage,possession_cocaine,possession_narcotics,possession_cannibis,possession_amphetamines,possession_ecstasy,possession_other,dealing_cocaine,dealing_narcotics,dealing_cannabis,dealing_amphetamines,dealing_ecstasy,dealing_other,cultivating_cannabis,manufacture_drug,importing_drugs,drug_other,weapons_offence,trespass,offensive_conduct,offensive_language,criminal_intent,gaming_offence,drink_offence,porn_offence,prostitution_offence,escape_custody,breach_avo,breach_bail,fail_to_appear,resist_officer,against_justice,transport_offence,other
4/1/2019,5,2,0,0,2439,2618,203,470,595,21,115,11,71,3,2664,84,2069,836,723,1125,3362,2230,1566,335,22,4078,2298,396,4595,197,95,1505,631,300,396,66,330,62,103,25,29,127,4,7,535,1174,886,331,191,189,13,1035,48,0,14,1361,3942,40,501,127,9100,1242
5/1/2019,6,2,0,0,2295,2638,190,519,684,19,111,17,88,4,2947,107,2087,899,759,1132,3333,2382,1610,333,35,4616,2290,369,4343,187,82,1589,710,142,505,91,41,88,156,35,42,73,8,11,546,1469,905,339,186,189,7,1055,69,3,17,1387,3967,52,476,152,9508,1217
6/1/2019,4,2,0,1,2351,2421,198,483,598,16,94,10,67,12,2691,102,2025,726,762,1037,3193,2283,1400,309,41,3874,1981,381,4403,206,77,1491,717,161,473,53,22,101,241,32,50,54,8,20,482,1270,903,323,167,204,12,1073,59,4,10,1286,4096,42,467,131,9575,1005
7/1/2019,2,5,0,0,2363,2421,197,476,642,8,102,12,70,5,2738,108,1920,801,771,1070,3141,2468,1505,315,38,4385,2158,439,4541,199,131,1565,660,180,465,88,115,65,218,40,29,62,4,16,546,1389,847,339,175,186,10,962,58,2,10,1417,3873,34,456,157,9545,1070
8/1/2019,9,0,0,0,2502,2632,178,535,715,17,113,18,76,6,3012,102,2117,873,709,1117,3240,2324,1541,301,32,4853,2255,522,4671,224,125,1516,764,113,461,68,20,211,221,55,58,46,3,19,603,1662,876,345,163,224,3,888,81,1,14,1520,4094,58,409,179,9405,1049
9/1/2019,5,2,0,3,2528,2647,199,606,746,13,131,14,74,5,3065,104,2248,833,768,1094,3211,2211,1574,275,38,5203,2284,491,4685,232,112,1443,638,96,525,118,16,125,223,29,39,48,11,20,651,1418,908,357,175,254,3,779,68,1,12,1422,3752,48,466,171,9581,1103
10/1/2019,5,2,0,1,2676,2809,201,575,665,18,111,9,76,11,3210,100,2292,812,716,1097,3287,2237,1635,273,34,4711,2317,449,4987,208,113,1515,721,235,468,84,10,53,158,61,63,92,3,24,550,1394,981,350,177,228,4,787,47,1,15,1707,4208,52,506,138,9654,1253
11/1/2019,8,4,0,0,2779,2947,215,648,749,29,123,9,83,9,3265,106,2179,850,862,1112,3011,2090,1552,299,31,4313,2321,504,5056,214,116,1373,686,196,527,114,28,105,244,77,77,110,6,35,593,1383,906,408,223,236,6,995,68,3,30,1559,3823,55,524,155,9931,1235
12/1/2019,8,2,0,1,3155,2888,257,526,652,17,133,13,80,4,3165,106,2003,810,832,1131,2886,2265,1639,315,29,4173,2363,481,5091,306,118,1482,690,169,535,173,16,46,126,67,40,99,7,18,622,1305,954,457,213,217,9,1196,44,0,21,1779,4423,71,617,146,9543,1384
1/1/2020,7,4,1,0,3160,2675,247,514,545,20,106,11,97,9,3311,97,2257,832,802,1146,2967,2144,1793,275,20,4372,2473,331,4909,237,99,1443,753,390,538,107,14,65,90,58,69,147,8,29,523,1459,1013,411,253,221,12,957,36,2,16,1788,4228,86,575,123,8864,1331
2/1/2020,6,2,0,1,2577,2751,212,610,730,12,132,9,83,9,3243,88,2081,766,717,1098,2993,2060,1489,265,34,4148,2105,268,4318,188,121,1337,660,278,458,119,13,54,123,77,30,122,2,20,480,1284,927,331,182,215,4,787,65,3,16,1592,4219,71,502,121,8253,966
3/1/2020,4,2,0,2,2807,2581,216,570,713,9,109,12,80,6,3208,113,2017,917,752,1223,3061,1886,1565,239,33,4181,2152,343,4580,114,107,1349,644,216,525,121,27,63,190,73,54,147,3,17,478,1445,923,363,186,214,4,738,71,4,14,1666,4644,65,514,147,7119,1881
4/1/2020,4,1,0,0,2253,1612,170,347,489,13,64,9,52,10,2548,156,1414,606,779,919,2153,1074,1356,99,33,3172,1268,297,3638,118,134,1737,996,67,565,59,57,210,383,27,66,99,7,7,497,1385,881,225,138,190,1,172,51,2,10,1604,4680,62,369,162,2761,7092
5/1/2020,8,0,0,1,2455,1851,204,517,577,18,75,6,54,7,2949,107,1244,429,823,770,1722,1418,1300,99,50,3382,1254,316,3870,155,153,2278,1190,103,739,101,93,107,356,43,64,95,1,7,619,1404,907,228,179,180,2,313,70,2,19,1682,4644,45,421,176,6664,2348
6/1/2020,6,4,0,0,2633,2414,255,647,757,19,106,7,64,3,3359,105,1287,487,698,837,1846,1530,1256,163,49,3643,1360,324,4302,170,134,1831,647,88,677,75,21,96,144,43,57,84,9,27,559,1289,801,353,200,191,4,811,104,2,14,1639,4227,57,501,169,8218,1446
7/1/2020,6,0,0,0,2313,2291,200,629,624,15,89,6,62,7,3052,113,1330,490,577,842,2076,1511,1205,162,48,3622,1454,342,4425,171,106,1593,568,80,576,87,36,107,626,50,95,89,5,30,552,1163,781,293,157,172,4,616,74,0,15,1561,4120,69,478,140,5892,2355
8/1/2020,8,2,0,0,2591,2488,174,636,649,12,80,12,76,7,3291,119,1412,518,578,954,2148,1546,1267,149,26,3505,1457,354,4347,149,78,1456,558,68,513,122,62,65,329,42,56,73,12,15,499,1093,820,295,183,155,4,572,90,1,9,1631,4133,49,433,142,4708,2594
9/1/2020,6,6,0,0,2619,2554,205,639,772,17,92,8,81,3,3492,116,1478,551,587,962,2285,1654,1183,160,30,3580,1422,341,4590,165,87,1270,499,54,540,97,5,64,116,24,36,81,12,23,457,1219,758,300,142,188,5,707,105,0,12,1593,3921,66,411,138,4954,2114
10/1/2020,5,0,0,0,2794,2725,168,637,683,22,98,7,63,13,3630,115,1693,610,542,1032,2442,1624,1426,161,28,3745,1595,340,4721,200,92,1314,443,35,533,109,12,77,160,22,42,83,4,24,499,1313,760,354,152,215,9,738,84,0,16,1763,4081,57,411,122,4084,2013
11/1/2020,4,3,0,0,2914,2830,222,692,706,27,94,7,92,10,3673,121,1811,606,567,975,2383,1532,1434,203,24,3787,1707,371,4783,213,90,1168,452,40,487,152,9,85,137,16,49,79,4,27,469,1304,831,335,153,190,11,631,81,2,14,1689,4065,65,475,118,3908,1493
12/1/2020,5,3,0,0,3164,2783,249,673,662,18,101,9,64,10,3453,118,1676,575,738,974,2262,2003,1525,177,21,3733,1571,312,4842,263,115,1416,642,45,578,116,10,132,325,17,48,115,7,18,472,1155,828,419,201,195,13,1068,65,2,21,1757,4789,76,556,202,8149,1803
1/1/2021,6,2,0,0,3030,2554,253,485,574,22,111,10,72,13,3622,137,1779,649,716,1040,2462,1672,1516,207,29,3831,1629,353,4692,219,93,1462,661,35,612,94,9,54,143,6,47,107,6,7,477,1303,844,374,221,215,6,893,67,0,26,1767,4450,70,579,156,7439,4639
2/1/2021,3,3,0,1,2661,2587,188,682,709,15,87,7,47,17,3469,123,1652,579,593,919,2271,1625,1368,188,29,3973,1588,312,4112,211,82,1109,564,38,517,226,16,43,240,17,55,139,4,23,475,1189,765,312,166,216,11,833,88,1,12,1738,4236,79,451,189,6056,3469
3/1/2021,6,4,0,0,2751,2685,193,1025,970,24,85,6,68,8,3640,131,1689,639,639,998,2685,1785,1429,163,32,4187,1638,289,4400,210,101,1304,687,42,535,269,5,70,114,32,44,138,2,19,551,1348,880,331,161,203,6,690,82,6,13,1792,4525,49,435,162,7263,2780
4/1/2021,1,1,0,1,2695,2519,238,673,630,17,95,15,68,8,3248,98,1477,596,581,940,2475,1648,1306,201,27,3704,1579,305,4185,217,97,1424,672,55,556,84,23,48,160,19,40,85,1,24,518,1168,759,345,157,165,4,1033,44,1,13,1665,4551,53,461,168,7198,1252
5/1/2021,3,2,0,0,2749,2663,164,755,748,25,105,9,82,19,3705,98,1751,627,683,952,2651,1990,1402,155,27,4392,1669,354,4283,210,97,1483,698,50,572,88,8,110,280,22,30,62,4,18,517,1279,800,311,125,227,9,723,96,4,13,1902,3967,62,420,188,7467,1489
6/1/2021,5,2,0,0,2664,2347,188,739,677,20,112,14,89,6,3299,138,1511,661,722,961,2599,1945,1393,171,27,4009,1594,304,4066,201,100,1448,616,56,534,124,77,38,228,13,35,88,7,10,546,1492,765,276,147,223,2,760,78,0,15,1719,4087,94,395,172,7431,3300
7/1/2021,6,1,0,0,2407,1884,248,617,534,12,62,3,55,8,3040,324,1417,615,663,792,2278,1421,1256,107,38,3702,1296,322,3851,100,121,1480,610,25,551,82,15,92,272,11,47,76,1,8,467,1357,750,278,155,190,2,394,60,1,17,1689,3707,65,456,147,5075,17232
8/1/2021,11,0,0,0,2306,1661,215,561,480,11,50,3,43,11,3059,304,1204,562,596,712,1753,1008,1212,74,30,3455,1087,381,3354,98,112,1469,595,31,601,86,62,72,115,12,44,66,8,11,430,1195,720,223,186,157,3,198,78,2,10,1595,4218,51,516,176,4123,29599
9/1/2021,3,2,0,0,2290,1735,185,545,552,10,33,7,53,7,3049,176,1038,471,518,616,1723,897,1240,87,26,3665,1087,286,3347,93,91,1154,554,22,471,48,18,81,660,9,91,74,6,13,422,984,764,227,147,192,0,212,66,2,8,1684,4156,66,397,172,3518,16509
10/1/2021,2,0,0,1,2626,2292,232,652,601,21,68,4,34,16,3564,144,1310,534,625,755,2152,969,1410,99,22,3703,1226,299,4185,223,124,1371,645,27,551,100,50,112,171,8,46,87,6,37,531,1199,742,327,159,203,6,643,75,1,3,1837,4413,73,497,201,5466,6043
11/1/2021,4,1,0,0,2839,2633,251,834,819,15,65,4,58,9,3817,114,1533,635,641,888,2222,1264,1459,145,14,3756,1415,288,4225,252,104,1200,573,33,562,95,27,39,223,15,28,72,5,16,464,1154,784,328,122,216,6,934,82,2,18,1934,4554,76,488,179,6254,3184
12/1/2021,2,1,1,0,3114,2798,239,609,610,15,87,4,53,5,3662,118,1518,591,624,923,2466,1759,1445,184,20,3551,1524,290,4594,308,95,1307,532,115,521,128,98,62,380,18,42,87,4,13,497,1172,805,416,175,214,2,1094,67,1,18,1898,4290,72,526,149,6410,3818
1/1/2022,11,0,0,0,3015,2314,257,527,516,12,74,13,65,11,3548,108,1632,718,590,1040,2466,1516,1391,162,26,3479,1562,264,4355,175,99,1232,496,83,439,47,6,39,196,7,24,104,5,6,390,1114,822,329,170,220,18,1141,72,1,13,2058,4776,95,543,150,5912,3262
2/1/2022,5,4,0,0,2690,2493,199,708,638,19,70,4,61,7,3460,93,1476,614,643,935,2227,1508,1293,131,20,3571,1410,239,3852,208,86,1153,447,26,428,90,80,49,237,6,26,133,3,18,440,983,752,281,135,203,17,1173,90,3,13,1791,4087,84,474,149,6056,2920
3/1/2022,8,3,0,1,2947,2782,233,811,802,23,73,11,69,17,3831,102,1579,632,617,1080,2457,1663,1245,177,23,3933,1458,297,4104,211,116,1409,582,94,523,79,28,57,173,21,37,102,2,17,444,1119,806,285,117,227,2,781,120,2,17,1924,4652,100,531,164,5153,2475
4/1/2022,4,1,0,1,2604,2417,219,631,645,21,75,5,60,16,3290,101,1671,540,615,1019,2149,1562,1162,171,21,3511,1456,300,3971,224,92,1307,566,81,496,132,14,62,147,15,40,71,5,6,398,1161,828,331,139,212,10,1071,52,0,11,1851,4388,91,467,122,4499,1876
5/1/2022,4,1,0,1,2666,2566,198,780,730,9,77,10,52,24,3434,102,1546,564,667,953,2171,1730,1274,164,17,4060,1601,227,3833,201,107,1272,543,40,534,139,18,53,145,19,37,51,2,13,474,1107,776,280,132,185,2,662,118,1,19,1828,4542,61,417,238,6481,1525
6/1/2022,4,0,0,1,2451,2372,201,880,675,15,65,12,55,34,3318,86,1421,546,652,1010,2301,1978,1173,159,20,3993,1386,267,3945,210,117,1360,536,39,474,67,38,45,127,14,25,45,12,19,440,1094,790,292,129,205,12,808,87,2,12,1754,4307,75,398,213,5997,1316
7/1/2022,3,0,1,0,2696,2372,224,803,683,20,70,4,54,59,3406,95,1519,564,617,991,2320,1803,1155,147,20,3986,1387,285,3740,231,92,1332,553,76,499,78,51,43,133,18,40,44,5,15,447,971,812,276,118,213,4,869,76,3,10,1756,4460,78,453,289,5125,1192
8/1/2022,4,1,0,0,2886,2675,248,815,755,23,87,13,59,143,3686,111,1585,681,695,1146,2320,2091,1216,140,22,4105,1475,288,4071,203,109,1375,562,28,612,180,29,73,236,7,46,60,5,11,518,1160,920,282,129,221,8,737,90,6,12,1949,4491,70,450,256,5656,1162
9/1/2022,3,1,0,5,2800,2514,201,774,664,14,92,8,72,125,3543,130,1500,641,649,913,2107,2010,1168,154,20,4125,1447,251,4003,216,89,1301,506,40,487,103,20,42,77,18,25,41,4,9,493,1062,872,284,132,208,11,925,94,3,12,1722,4117,63,462,215,5414,1091
10/1/2022,1,1,0,2,2926,2874,260,786,666,16,108,11,68,128,3821,126,1681,634,637,1109,2349,1820,1329,173,23,4129,1522,280,4311,244,90,1258,489,130,550,128,19,42,92,22,24,57,8,15,518,1148,1032,332,148,215,7,1007,100,5,10,1980,4392,89,469,208,5513,1215
11/1/2022,2,0,0,0,2932,2958,246,897,767,12,91,11,80,128,3937,145,1646,660,644,1059,2174,2212,1364,161,24,4171,1677,297,4097,202,83,1221,471,87,503,105,14,32,314,16,32,49,4,16,455,1225,984,294,111,245,18,959,122,5,10,1881,4192,72,467,208,4228,1243
12/1/2022,10,1,0,1,3184,2829,263,726,664,18,96,6,62,152,3749,140,1520,626,871,1043,2134,2474,1410,209,20,3786,1684,359,4270,328,117,1439,590,157,606,169,52,42,143,27,44,60,7,13,496,1148,990,351,141,268,10,946,91,1,10,2064,5002,75,544,187,5783,1461
1/1/2023,5,1,0,0,3207,2635,256,721,591,19,80,13,60,196,3875,140,1712,804,711,1243,2510,2270,1429,207,28,4009,1871,348,4643,212,112,1410,582,157,521,68,16,45,91,12,35,82,2,15,517,1138,1042,282,138,270,15,714,62,2,18,2199,4585,61,534,210,6825,1585
2/1/2023,3,0,0,1,3040,2899,210,849,723,24,80,7,70,160,3989,142,1520,638,629,1100,2351,2079,1215,177,25,3810,1508,352,3853,174,78,1109,449,161,494,69,11,25,48,11,28,72,3,9,439,1148,979,289,107,210,17,553,72,1,18,1928,4335,64,428,215,6103,1292
3/1/2023,4,0,0,0,3186,3269,210,988,866,14,112,8,61,146,4352,156,1691,663,676,1269,2543,2323,1397,185,26,4440,1716,376,4334,201,87,1225,588,95,507,101,9,44,353,14,31,103,5,11,456,1239,1081,277,106,247,4,584,123,3,14,2213,4635,68,476,194,6633,1206
4/1/2023,5,1,0,0,2701,2522,230,492,496,24,102,9,53,145,3413,126,1641,783,634,1109,2472,2041,1127,164,28,3587,1660,273,3896,158,114,1232,512,90,539,69,13,50,251,11,47,52,4,13,447,1016,994,299,99,208,11,770,70,0,5,1848,4353,67,451,200,6441,1043
5/1/2023,6,2,0,1,2618,2664,192,629,535,22,83,12,62,167,3735,124,1545,665,635,1080,2441,2153,1284,171,16,3822,1598,296,3712,190,93,1345,538,86,480,124,43,44,64,29,48,35,4,15,472,1234,985,246,102,251,7,476,92,2,8,1871,4453,84,405,243,7148,1119
6/1/2023,8,0,0,1,2830,2660,185,660,520,29,80,7,62,165,3656,137,1564,716,629,1162,2458,2309,1266,186,17,3824,1595,384,3805,180,108,1189,552,31,502,88,12,45,116,21,40,32,7,19,448,961,990,266,86,200,2,560,130,1,10,1949,4424,75,400,201,7023,983
7/1/2023,6,3,0,1,2923,2539,196,791,541,27,97,9,60,197,3674,133,1610,710,648,1205,2314,2365,1277,165,28,4036,1612,445,3954,160,91,1280,544,65,471,56,46,38,151,13,28,28,3,4,445,1089,1016,227,86,231,3,518,101,0,7,1937,4120,73,393,200,5645,903
8/1/2023,5,1,0,1,3005,3048,205,892,724,17,98,9,51,178,4098,128,1882,741,680,1268,2487,2682,1433,174,22,4069,1771,408,4110,179,99,1301,590,71,504,86,29,55,121,23,32,28,9,6,456,1274,1053,266,80,232,2,576,114,2,13,2128,4340,53,432,193,6159,965
9/1/2023,3,3,0,0,2910,2880,205,866,733,28,103,8,68,145,3749,127,1790,672,647,1235,2439,2401,1270,169,24,3900,1689,545,4209,201,91,1250,539,115,470,95,22,47,96,23,33,29,9,10,514,1381,1043,260,91,246,1,491,121,2,10,2002,4304,53,406,168,6268,973
10/1/2023,7,0,0,3,3034,2998,213,881,719,21,96,10,56,128,4006,142,1761,777,579,1303,2739,2135,1402,161,12,4019,1800,481,4398,164,85,999,467,82,403,71,9,31,68,15,20,48,8,5,394,1205,1014,253,72,215,1,733,133,2,17,1985,4421,85,421,184,4488,1009
11/1/2023,4,2,0,0,3089,2967,207,942,789,21,89,7,43,114,3888,142,1636,721,649,1180,2254,2105,1374,192,9,3729,1713,305,4099,176,86,1044,528,99,463,61,16,31,140,21,30,61,5,7,433,1176,1003,213,79,212,1,576,99,6,11,2135,4382,89,395,211,5002,937
12/1/2023,0,1,1,0,3529,3076,243,745,693,23,92,6,58,113,3855,138,1621,725,718,1129,2021,2382,1419,196,18,3566,1666,360,4286,261,114,1260,606,104,493,103,18,39,67,21,28,76,2,11,473,1118,1021,315,91,270,7,646,78,2,18,2168,4718,59,551,159,5586,1188
